age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
29,10,3,6,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,10,3,4,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
37,2,3,6,1,2,1,1,8,3,8,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
36,10,2,6,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
59,1,1,6,0,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,10,3,6,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,1,0,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
53,0,2,1,0,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,0,2,0,0,1,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,3,4,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,1,2,7,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,3,2,4,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
59,6,2,7,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
36,1,2,7,0,2,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,2,6,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,10,2,4,1,2,1,1,8,3,14,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
55,5,2,7,1,2,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
45,10,2,6,1,2,2,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,1,2,7,0,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
51,10,2,4,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
50,2,2,3,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
50,2,2,1,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,6,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
60,6,2,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
53,0,2,1,0,2,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,5,2,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,2,6,1,1,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
34,1,2,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
58,1,3,7,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
51,1,2,7,1,2,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
57,6,2,4,0,2,2,1,8,3,8,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,2,2,1,0,1,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,2,2,1,0,1,2,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,1,1,7,0,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
45,10,3,6,1,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,1,2,7,0,2,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,1,4,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,2,6,1,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,1,2,7,1,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
51,10,2,7,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
44,10,2,6,1,2,2,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
37,4,2,1,1,2,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
60,6,2,6,1,1,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,6,0,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
39,10,2,6,1,1,1,1,8,3,14,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,1,7,1,1,2,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,1,0,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,1,3,7,1,1,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
55,8,2,4,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,1,2,4,1,2,2,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,2,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,1,2,7,1,2,2,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
49,1,2,3,1,1,2,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,3,4,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,10,2,6,0,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,1,2,7,1,1,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,7,2,7,1,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,2,6,1,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,1,1,7,1,1,2,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,2,2,1,0,1,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,2,2,1,0,2,1,1,8,3,1,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
42,5,2,7,1,2,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,3,4,1,2,1,1,8,3,13,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,1,2,4,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,3,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
31,5,2,7,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
55,10,2,6,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
51,10,2,4,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,1,2,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,3,7,1,2,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,2,7,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
45,1,2,7,0,2,1,1,8,3,8,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,10,2,7,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,10,1,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,1,2,6,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,2,2,4,1,1,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
60,6,2,4,1,0,0,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
53,0,2,1,0,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,2,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,1,2,4,1,1,1,1,8,3,10,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,1,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,2,2,1,0,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
53,2,2,0,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,6,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
58,2,2,1,0,2,1,1,8,3,21,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,1,2,7,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,1,2,7,0,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
56,1,2,7,0,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,1,2,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,2,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
51,10,2,6,1,0,0,1,8,3,16,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,2,7,1,2,1,1,8,3,10,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
54,10,2,6,1,2,1,1,8,3,10,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
53,0,2,1,0,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,10,2,6,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
47,1,2,7,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,7,2,7,1,2,1,1,8,3,10,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,4,2,1,1,1,2,1,8,3,14,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,1,2,4,1,1,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,5,2,7,1,1,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,6,2,6,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,10,2,6,0,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,10,1,7,1,2,2,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,10,1,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
51,10,2,6,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,10,3,6,0,2,2,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,1,4,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
37,1,3,7,1,1,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,1,1,7,1,1,2,1,8,3,14,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,1,6,0,2,2,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,10,3,6,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
48,1,1,7,0,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,1,2,4,1,2,2,1,8,3,13,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,2,6,1,1,2,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,1,6,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,1,3,7,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
37,10,3,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,1,2,7,1,2,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,5,2,7,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
29,1,3,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
38,10,3,4,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,1,2,7,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,4,2,1,0,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
37,10,2,7,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
59,6,2,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,1,6,1,1,1,1,8,3,13,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,2,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
56,6,1,7,0,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
49,10,2,6,0,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
56,1,2,7,0,2,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
37,10,2,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
52,10,1,6,1,1,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,10,2,6,1,2,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
58,10,1,6,0,1,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
39,1,2,7,0,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
38,0,2,0,1,2,2,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
42,5,2,7,1,2,2,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
29,1,3,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
32,10,1,6,1,2,2,1,8,3,12,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,2,6,0,1,1,1,8,3,15,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,10,3,7,1,1,1,1,8,3,8,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,11,2,7,1,2,1,1,8,3,11,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
58,1,2,4,1,1,1,1,8,3,13,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,1,2,3,0,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,1,2,3,0,1,1,1,8,3,17,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,10,3,6,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,1,3,7,1,2,1,1,8,3,13,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
39,1,2,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,2,7,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,1
44,10,2,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,2,6,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,1,3,7,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,1,2,7,1,2,1,1,8,3,10,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
29,10,3,6,1,1,1,1,8,3,10,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,8,2,3,0,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,5,2,7,1,2,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,10,3,6,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,7,2,1,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,7,2,1,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,2,4,0,2,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
55,1,2,4,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
37,10,3,6,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
37,10,2,7,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
32,11,2,7,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
58,4,2,3,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
50,11,2,3,0,1,2,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,10,1,6,1,2,2,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,10,1,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,10,2,6,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,1,1,4,1,2,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
56,6,2,2,0,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
39,10,2,4,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
45,1,3,7,1,2,1,1,8,3,12,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
38,1,1,7,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,1,6,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,1,3,7,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,1,3,7,1,1,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,1,3,7,1,2,1,1,8,3,17,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,0,2,0,1,1,2,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,2,7,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,11,2,7,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
47,10,2,7,1,2,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,2,6,1,1,2,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
36,5,2,7,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,2,6,1,1,1,1,8,3,7,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,1,2,7,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
35,1,3,7,1,1,2,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
50,5,2,6,0,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,1,2,7,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,1,2,7,1,1,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
30,10,3,7,1,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
49,11,2,1,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
54,4,2,1,0,1,1,1,8,3,6,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
38,1,1,7,1,1,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,1,2,7,1,1,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
44,10,2,6,1,2,1,1,8,3,9,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,1,3,7,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,1,2,7,1,2,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
33,1,2,7,1,2,1,1,8,3,4,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
40,10,3,7,1,2,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
53,10,2,6,0,2,2,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
39,10,2,6,0,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
41,10,2,6,1,2,1,1,8,3,8,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
43,1,1,7,1,2,2,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
55,1,2,4,1,2,2,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
46,1,2,4,1,1,1,1,8,3,3,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
57,1,2,7,0,1,1,1,8,3,5,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
51,10,2,6,1,2,1,1,8,3,2,0,0,2,1.4,93.444,-36.1,4.964,5228.1,0
31,10,3,7,1,2,1,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,10,1,4,1,1,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
33,8,2,7,0,1,2,1,8,4,8,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,1,2,7,0,2,1,1,8,4,11,0,0,2,1.4,93.444,-36.1,4.962,5228.1,1
51,10,2,6,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
30,10,3,6,1,2,1,1,8,4,4,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
30,10,3,7,1,2,2,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
33,10,3,7,1,2,1,1,8,4,11,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
36,7,3,7,1,2,2,1,8,4,5,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
46,10,1,6,1,2,1,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
33,1,3,7,1,2,2,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
32,1,1,7,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
48,10,2,7,1,1,1,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
44,10,2,6,1,2,1,1,8,4,7,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
43,10,2,7,1,2,1,1,8,4,4,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
29,10,3,6,1,2,1,1,8,4,4,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
43,10,2,6,1,1,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
44,10,2,6,1,1,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
56,7,2,4,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
39,1,2,7,0,1,1,1,8,4,10,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
37,1,3,7,1,2,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
33,8,2,7,0,1,1,1,8,4,8,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
40,1,2,7,1,1,1,1,8,4,11,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
32,10,2,6,1,2,1,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
57,5,2,7,1,2,1,1,8,4,11,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
31,1,3,7,1,1,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
30,10,3,7,1,1,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
35,1,2,7,1,2,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,1,2,7,1,1,1,1,8,4,13,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
37,10,3,7,1,1,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
30,10,3,7,1,2,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,1
33,8,2,6,1,2,1,1,8,4,5,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
40,1,3,7,1,1,1,1,8,4,7,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
36,1,3,7,1,2,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
32,1,3,7,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
32,10,2,6,0,1,1,1,8,4,7,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
29,10,2,6,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,1
32,11,2,7,1,2,1,1,8,4,8,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,10,1,6,1,2,1,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
31,1,3,7,1,1,1,1,8,4,9,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
51,10,2,6,1,2,1,1,8,4,13,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
57,10,2,7,0,2,2,1,8,4,9,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
43,10,2,7,1,1,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
33,1,2,7,1,1,1,1,8,4,5,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,1,2,7,1,1,1,1,8,4,5,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
37,1,3,7,1,2,1,1,8,4,7,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
46,1,2,4,1,2,1,1,8,4,11,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
55,10,2,4,1,1,2,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
37,10,3,7,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
29,10,3,6,1,1,1,1,8,4,3,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
31,1,2,7,1,2,1,1,8,4,5,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
36,1,2,7,1,2,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
52,1,2,3,1,2,1,1,8,4,6,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
41,10,1,6,1,2,2,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
34,10,2,7,1,0,0,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
31,1,2,7,1,1,1,1,8,4,2,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
45,1,2,0,0,1,1,1,8,4,4,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
35,5,2,7,1,2,1,1,8,4,4,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
50,1,1,7,1,1,1,1,8,4,11,0,0,2,1.4,93.444,-36.1,4.962,5228.1,0
